,prompt,temperature,top_p,max_tokens,__index_level_0__,problem,entrypoint,assertions,username,submitted_text,total_tests,prints,last_attempt,first_attempt,completion
602,"def convert(lst):
    """"""
    change numbers to letters matching the order of the alphabet starting at 0 as A. grouping the output as a single string, then use the negative numbers as points of seperation.
    """"""
    ",0.2,0.95,512,158,convert,convert,"assert convert([0, 1, 2, 3]) == ['ABCD']
assert convert([0, -1, 1, -1, 2]) == ['A', 'B', 'C']
assert convert([1, 1, 1, -1, 25, 25, 25, -1, 0, 1, 2]) == ['BBB', 'ZZZ', 'ABC']",student17,"change numbers to letters matching the order of the alphabet starting at 0 as A. grouping the output as a single string, then use the negative numbers as points of seperation.",3,"print(convert([0, 1, 2, 3]))
print(convert([0, -1, 1, -1, 2]))
print(convert([1, 1, 1, -1, 25, 25, 25, -1, 0, 1, 2]))
",False,False,"


    alphabet = ""abcdefghijklmnopqrstuvwxyz""
    output = """"
    for i in lst:
        if i >= 0:
            output += alphabet[i]
        else:
            output += "" ""
    return output
"
603,"def percentWin(guess,answers):
    """"""
    given two lists, divide the number of 'X' in the first list by the length of the list and multiply by 100. Return the String of this obtained number plus the percentage sign.
    """"""
    ",0.2,0.95,512,1606,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student21,"given two lists, divide the number of 'X' in the first list by the length of the list and multiply by 100. Return the String of this obtained number plus the percentage sign.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,True," 
    return str((guess.count('X')/len(guess))*100) + '%'
"
604,"def percentWin(guess,answers):
    """"""
    given two lists, divide the number of 'X' in the first list by the length of the list, multiply by 100. Subtract this number from 100. Return the String of this obtained number plus the percentage sign.
    """"""
    ",0.2,0.95,512,1607,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student21,"given two lists, divide the number of 'X' in the first list by the length of the list, multiply by 100. Subtract this number from 100. Return the String of this obtained number plus the percentage sign.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False,"


    return str(100 - (guess.count('X')/len(guess)*100)) + '%'
"
605,"def percentWin(guess,answers):
    """"""
    given two lists, divide the number of 'X' in the first list by the length of the list, multiply by 100. Subtract this number from 100. Return the String of this obtained number as an integer plus the percentage sign.
    """"""
    ",0.2,0.95,512,1608,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student21,"given two lists, divide the number of 'X' in the first list by the length of the list, multiply by 100. Subtract this number from 100. Return the String of this obtained number as an integer plus the percentage sign.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",True,False," 
    return str(100 - (guess.count('X')/len(guess))*100) + '%'
"
606,"def percentWin(guess,answers):
    """"""
    This function compares how similar 2 lists are and returns the percent of the guess list that matches the answer list.
    """"""
    ",0.2,0.95,512,1609,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student25,This function compares how similar 2 lists are and returns the percent of the guess list that matches the answer list.,3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,True," 
    correct = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            correct += 1
    return correct/len(guess)*100
"
607,"def percentWin(guess,answers):
    """"""
    This function compares how similar 2 lists are and returns the percent of the guess list that matches the answer list. The percentage is multiplied by 100 and ""%"" is added to the final result.
    """"""
    ",0.2,0.95,512,1610,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student25,"This function compares how similar 2 lists are and returns the percent of the guess list that matches the answer list. The percentage is multiplied by 100 and ""%"" is added to the final result.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False," 
    correct = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            correct += 1
    return str(round(correct/len(guess)*100,2)) + ""%""
"
608,"def percentWin(guess,answers):
    """"""
    This function compares how similar 2 lists are and returns the percent of the guess list that matches the answer list. The percentage is multiplied by 100, rounded, and ""%"" is added to the final result.
    """"""
    ",0.2,0.95,512,1611,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student25,"This function compares how similar 2 lists are and returns the percent of the guess list that matches the answer list. The percentage is multiplied by 100, rounded, and ""%"" is added to the final result.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False," 
    correct = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            correct += 1
    return str(round(correct/len(guess)*100,2)) + ""%""
"
609,"def percentWin(guess,answers):
    """"""
    This function compares how similar 2 lists are and returns the percent of the guess list that matches the answer list. The percentage is multiplied by 100, rounded to have no decimal, and ""%"" is added to the final result.
    """"""
    ",0.2,0.95,512,1612,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student25,"This function compares how similar 2 lists are and returns the percent of the guess list that matches the answer list. The percentage is multiplied by 100, rounded to have no decimal, and ""%"" is added to the final result.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",True,False,"    
    correct = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            correct += 1
    percent = round((correct/len(guess))*100)
    return str(percent) + ""%""
"
610,"def percentWin(guess,answers):
    """"""
    Count how many characters in a range of numbers match those in another range of numbers and display the difference as a percentage
    """"""
    ",0.2,0.95,512,1613,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student26,Count how many characters in a range of numbers match those in another range of numbers and display the difference as a percentage,3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,True,"


    count = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            count += 1
    return count/len(guess)*100

"
611,"def percentWin(guess,answers):
    """"""
    Count how many characters in a range of numbers match those in another range of numbers and display the difference as a percentage
    """"""
    ",0.2,0.95,512,1614,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student26,Count how many characters in a range of numbers match those in another range of numbers and display the difference as a percentage,3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False," 
    count = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            count += 1
    return (count/len(guess))*100
"
612,"def percentWin(guess,answers):
    """"""
    Count how many characters in a range of numbers match those in another range of numbers and display the difference, multiply the difference by 100 and display followed by %
    """"""
    ",0.2,0.95,512,1615,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student26,"Count how many characters in a range of numbers match those in another range of numbers and display the difference, multiply the difference by 100 and display followed by %",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False," 
    count = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            count += 1
    return count
"
613,"def convert(lst):
    """"""
    change numbers to letters matching the order of the alphabet starting at 0 as A. grouping the output as a single string, then use the negative numbers as points of seperation.
    """"""
    ",0.2,0.95,512,159,convert,convert,"assert convert([0, 1, 2, 3]) == ['ABCD']
assert convert([0, -1, 1, -1, 2]) == ['A', 'B', 'C']
assert convert([1, 1, 1, -1, 25, 25, 25, -1, 0, 1, 2]) == ['BBB', 'ZZZ', 'ABC']",student17,"change numbers to letters matching the order of the alphabet starting at 0 as A. grouping the output as a single string, then use the negative numbers as points of seperation.",3,"print(convert([0, 1, 2, 3]))
print(convert([0, -1, 1, -1, 2]))
print(convert([1, 1, 1, -1, 25, 25, 25, -1, 0, 1, 2]))
",False,False,"


    # create a list of letters from A to Z
    letters = [chr(i) for i in range(65, 91)]

    # create a list of negative numbers from -1 to -26
    negative_numbers = [i for i in range(-1, -27, -1)]

    # create a dictionary to map numbers to letters
    number_to_letter = {i: letters[i] for i in range(26)}

    # create a dictionary to map negative numbers to letters
    negative_number_to_letter = {i: letters[i] for i in negative_numbers}

    # create a list to store the output
    output = []

    # iterate over the input list
    for num in lst:
        # if the number is positive, map it to a letter
        if num > 0:
            output.append(number_to_letter[num])
        # if the number is negative, map it to a letter
        elif num < 0:
            output.append(negative_number_to_letter[num])
        # if the number is 0, add a space
        else:
            output.append("" "")

    # join the output list into a single string
    return """".join(output)
"
614,"def percentWin(guess,answers):
    """"""
    Count how many characters in a range of numbers match those in another range of numbers and display the difference. Multiply the difference by 100 and display followed by '%'
    """"""
    ",0.2,0.95,512,1616,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student26,Count how many characters in a range of numbers match those in another range of numbers and display the difference. Multiply the difference by 100 and display followed by '%',3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False,"


    # Create a list of numbers from 1 to 100
    numbers = list(range(1,101))

    # Create a list of numbers from 1 to 100
    answers = list(range(1,101))

    # Create a list of numbers from 1 to 100
    guess = list(range(1,101))

    # Create a list of numbers from 1 to 100
    correct = list(range(1,101))

    # Create a list of numbers from 1 to 100
    incorrect = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percent = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWin = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentLoss = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentTie = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinLoss = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinTie = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentLossTie = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinLossTie = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinLossTieWin = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinLossTieLoss = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinLossTieTie = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinLossTieWinLoss = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinLossTieWinTie = list(range(1,101))

    # Create a list of numbers from 1 to 100
    percentWinLossTieLossTie = list(range(1,101))

    # Create"
615,"def percentWin(guess,answers):
    """"""
    Count how many characters in a range of numbers match those in another range of numbers and display the difference rounded to the nearest whole number. Multiply the difference by 100 and display followed by '%'
    """"""
    ",0.2,0.95,512,1617,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student26,Count how many characters in a range of numbers match those in another range of numbers and display the difference rounded to the nearest whole number. Multiply the difference by 100 and display followed by '%',3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",True,False," 
    count = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            count += 1
    return round((count/len(guess))*100,0),'%'
"
616,"def percentWin(guess,answers):
    """"""
    Take in array A. Iterate through array A, and record the proportion of numbers in it versus letters.
    """"""
    ",0.2,0.95,512,1618,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student30,"Take in array A. Iterate through array A, and record the proportion of numbers in it versus letters.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,True," 
    # Initialize variables
    numCount = 0
    letCount = 0
    # Iterate through array A
    for i in range(len(guess)):
        # If the element is a number, increment numCount
        if guess[i].isdigit():
            numCount += 1
        # If the element is a letter, increment letCount
        elif guess[i].isalpha():
            letCount += 1
    # Calculate the proportion of numbers in array A
    numProp = numCount / len(guess)
    # Calculate the proportion of letters in array A
    letProp = letCount / len(guess)
    # Return the proportion of numbers and letters in array A
    return numProp, letProp
"
617,"def percentWin(guess,answers):
    """"""
    Take in array guess. Create variable X equal to 0. Iterate through array A. When a character is present in Array A, add 1 to X. Create variable Y, equal to X divided by the size of the guess array. Return variable Z, equal to Y rounded to the nearest integer with '%' appended to it.
    """"""
    ",0.2,0.95,512,1619,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student30,"Take in array guess. Create variable X equal to 0. Iterate through array A. When a character is present in Array A, add 1 to X. Create variable Y, equal to X divided by the size of the guess array. Return variable Z, equal to Y rounded to the nearest integer with '%' appended to it.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False,"


    X = 0
    for i in range(len(guess)):
        if guess[i] in answers:
            X += 1
    Y = X / len(guess)
    Z = round(Y, 2) * 100
    return str(Z) + '%'
"
618,"def percentWin(guess,answers):
    """"""
    Take in array A. Create variable X equal to 0. Iterate through array A. When a character is present in Array A, add 1 to Y. Return Y divided by the size of the array, rounded to the nearest percent.
    """"""
    ",0.2,0.95,512,1620,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student30,"Take in array A. Create variable X equal to 0. Iterate through array A. When a character is present in Array A, add 1 to Y. Return Y divided by the size of the array, rounded to the nearest percent.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",True,False,"


    return round((X/len(answers))*100,2)
"
619,"def percentWin(guess,answers):
    """"""
    Given two lists, compares each item in the second list to each item in the first list. For each item in the second list that does not match the first list, it subtracts from one, one divided by the total length of the list. Then it prints the proportion of correct responses as a percentage.
    """"""
    ",0.2,0.95,512,1621,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student41,"Given two lists, compares each item in the second list to each item in the first list. For each item in the second list that does not match the first list, it subtracts from one, one divided by the total length of the list. Then it prints the proportion of correct responses as a percentage.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,True," 
    correct = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            correct += 1
    percent = correct/len(guess)
    print(f""You got {percent*100}% of the questions correct."")
"
620,"def percentWin(guess,answers):
    """"""
    Given two lists, compares each item in the second list to each item in the first list. For each item in the second list that does not match the first list, it subtracts from one, one divided by the total length of the list. Then it prints the proportion of correct responses multiplied by 100 and followed by a percent sign.
    """"""
    ",0.2,0.95,512,1622,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student41,"Given two lists, compares each item in the second list to each item in the first list. For each item in the second list that does not match the first list, it subtracts from one, one divided by the total length of the list. Then it prints the proportion of correct responses multiplied by 100 and followed by a percent sign.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False,"


    for i in range(len(answers)):
        if answers[i] != guess[i]:
            one = one - (1/len(answers))
    print(one*100 + ""%"")
"
621,"def percentWin(guess,answers):
    """"""
    Given two lists, compares each item in the second list to each item in the first list. Every time an item in the second list does not match the first list, it subtracts from one, one divided by the total length of the list. Then it prints the proportion of correct responses multiplied by 100 and followed by a percent sign.
    """"""
    ",0.2,0.95,512,1623,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student41,"Given two lists, compares each item in the second list to each item in the first list. Every time an item in the second list does not match the first list, it subtracts from one, one divided by the total length of the list. Then it prints the proportion of correct responses multiplied by 100 and followed by a percent sign.",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",True,False," 
    correct = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            correct += 1
    return str(round(correct/len(guess)*100,2)) + ""%""
"
622,"def percentWin(guess,answers):
    """"""
    Calculate the percentage of numbers in the guess that aren't ""X""
    """"""
    ",0.2,0.95,512,1624,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student48,"Calculate the percentage of numbers in the guess that aren't ""X""",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",True,True," 
    count = 0
    for i in range(len(guess)):
        if guess[i] != ""X"":
            count += 1
    return count/len(guess)
"
623,"def percentWin(guess,answers):
    """"""
    check both lists for equality and return the percent of matching items
    """"""
    ",0.2,0.95,512,1625,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student51,check both lists for equality and return the percent of matching items,3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,True," 
    correct = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            correct += 1
    return correct/len(guess)
"
624,"def convert(lst):
    """"""
    change numbers to letters matching the order of the alphabet starting at 0 as A. grouping the output as a single string, then use the negative numbers as commas and points of separation between strings.
    """"""
    ",0.2,0.95,512,160,convert,convert,"assert convert([0, 1, 2, 3]) == ['ABCD']
assert convert([0, -1, 1, -1, 2]) == ['A', 'B', 'C']
assert convert([1, 1, 1, -1, 25, 25, 25, -1, 0, 1, 2]) == ['BBB', 'ZZZ', 'ABC']",student17,"change numbers to letters matching the order of the alphabet starting at 0 as A. grouping the output as a single string, then use the negative numbers as commas and points of separation between strings.",3,"print(convert([0, 1, 2, 3]))
print(convert([0, -1, 1, -1, 2]))
print(convert([1, 1, 1, -1, 25, 25, 25, -1, 0, 1, 2]))
",False,False,"


    return output
"
625,"def percentWin(guess,answers):
    """"""
    check both lists for equality and return the percent of matching items in percent notation
    """"""
    ",0.2,0.95,512,1626,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student51,check both lists for equality and return the percent of matching items in percent notation,3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False,"


    if len(guess) != len(answers):
        return ""Lists must be the same length""

    if len(guess) == 0:
        return ""Lists must not be empty""

    count = 0
    for i in range(len(guess)):
        if guess[i] == answers[i]:
            count += 1

    return str(round((count/len(guess))*100,2)) + ""%""
"
626,"def percentWin(guess,answers):
    """"""
    check both lists for equality and return the percent of matching items rounded tot he nearest whole number in percent notation
    """"""
    ",0.2,0.95,512,1627,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student51,check both lists for equality and return the percent of matching items rounded tot he nearest whole number in percent notation,3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",False,False,"


    return percentWin
"
627,"def percentWin(guess,answers):
    """"""
    check both lists for equality and return the percent of matching items as a string rounded to the nearest whole number with a %
    """"""
    ",0.2,0.95,512,1628,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student51,check both lists for equality and return the percent of matching items as a string rounded to the nearest whole number with a %,3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",True,False,"


    return
"
628,"def percentWin(guess,answers):
    """"""
    Add the items in guess and answers together, find out which value different than others and get its counts. Divid the sum number of items in guess and answers by the number of the different value. Return the value in percent after divided. If the different items same as other items in both guess and answers, then return ""100%""
    """"""
    ",0.2,0.95,512,1629,percentWin,percentWin,"assert percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']) == '75%'
assert percentWin(['2', 'X', 'X'], ['2', '2', '2']) == '33%'
assert percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']) == '100%'",student52,"Add the items in guess and answers together, find out which value different than others and get its counts. Divid the sum number of items in guess and answers by the number of the different value. Return the value in percent after divided. If the different items same as other items in both guess and answers, then return ""100%""",3,"print(percentWin(['1', '1', 'X', '2'], ['1', '1', '1', '2']))
print(percentWin(['2', 'X', 'X'], ['2', '2', '2']))
print(percentWin(['2', '1', '2', '1', '2'], ['2', '1', '2', '1', '2']))
",True,True,"


    guess = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    answers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    guess = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    answers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    guess = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    answers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    guess = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    answers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    guess = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    answers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    guess = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    answers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    guess = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    answers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    guess = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
    answers = [1, 2, 3, 4, "
