,problem,success_clues,username,state,clues,has_final_rewrite,has_final_trivial,has_final_l,has_final_m,has_all_clues,has_leq_half_clues,is_missing_clues,is_success,is_fail
220,add_up,"[1, 2, 3, 4, 5, 6]",student65,fail,"[1, 2, 3, 4, 5]",False,False,False,False,False,False,True,False,True
221,check_prime,"[1, 2, 3, 4]",student29,fail,"[1, 2, 3]",True,True,False,False,False,False,True,False,True
222,check_prime,"[1, 2, 3, 4]",student32,fail,"[1, 2, 3]",False,False,False,False,False,False,True,False,True
223,check_prime,"[1, 2, 3, 4]",student34,fail,"[2, 3]",True,False,True,False,False,True,True,False,True
224,check_prime,"[1, 2, 3, 4]",student49,fail,"[1, 2, 3]",True,False,False,True,False,False,True,False,True
225,check_prime,"[1, 2, 3, 4]",student66,fail,"[1, 2, 3]",True,False,False,True,False,False,True,False,True
226,check_prime,"[1, 2, 3, 4]",student67,fail,"[1, 2, 3]",False,False,False,False,False,False,True,False,True
227,check_prime,"[1, 2, 3, 4]",student68,fail,"[1, 2, 3]",True,True,False,False,False,False,True,False,True
228,check_prime,"[1, 2, 3, 4]",student70,fail,"[1, 3]",True,False,False,True,False,True,True,False,True
229,sortedBooks,"[1, 2, 3, 4, 5, 6]",student27,fail,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,False,True
230,sortedBooks,"[1, 2, 3, 4, 5, 6]",student29,fail,"[2, 3, 4, 5, 6, 1]",False,False,False,False,True,False,False,False,True
231,sortedBooks,"[1, 2, 3, 4, 5, 6]",student32,fail,"[4, 5, 6]",True,True,False,False,False,True,True,False,True
232,sortedBooks,"[1, 2, 3, 4, 5, 6]",student49,fail,"[1, 2, 3, 4, 5, 6]",True,False,True,False,True,False,False,False,True
233,sortedBooks,"[1, 2, 3, 4, 5, 6]",student62,fail,"[2, 3]",True,False,False,True,False,True,True,False,True
234,sortedBooks,"[1, 2, 3, 4, 5, 6]",student66,fail,"[4, 5]",True,False,False,True,False,True,True,False,True
235,sortedBooks,"[1, 2, 3, 4, 5, 6]",student67,fail,"[2, 3, 6]",True,False,True,False,False,True,True,False,True
236,sortedBooks,"[1, 2, 3, 4, 5, 6]",student68,success,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,True,False
237,sortedBooks,"[1, 2, 3, 4, 5, 6]",student70,success,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,True,False
238,sortedBooks,"[1, 2, 3, 4, 5, 6]",student78,fail,"[1, 2, 3, 6]",True,True,False,False,False,False,True,False,True
239,percentWin,"[1, 2, 3, 4, 5, 6]",student0,fail,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,False,True
240,percentWin,"[1, 2, 3, 4, 5, 6]",student3,success,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,True,False
241,percentWin,"[1, 2, 3, 4, 5, 6]",student4,fail,"[2, 3, 4, 5, 6, 1]",True,False,False,True,True,False,False,False,True
242,percentWin,"[1, 2, 3, 4, 5, 6]",student10,fail,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,False,True
243,percentWin,"[1, 2, 3, 4, 5, 6]",student17,success,"[2, 3, 4, 5]",False,False,False,False,False,False,True,True,False
244,percentWin,"[1, 2, 3, 4, 5, 6]",student18,fail,"[2, 3, 4, 5]",True,False,False,True,False,False,True,False,True
245,percentWin,"[1, 2, 3, 4, 5, 6]",student21,fail,"[1, 3, 4, 5, 6]",False,False,False,False,False,False,True,False,True
246,percentWin,"[1, 2, 3, 4, 5, 6]",student25,success,"[1, 2, 3, 4, 5, 6]",True,False,False,True,True,False,False,True,False
247,percentWin,"[1, 2, 3, 4, 5, 6]",student26,fail,"[2, 3, 4, 5]",False,False,False,False,False,False,True,False,True
248,percentWin,"[1, 2, 3, 4, 5, 6]",student30,fail,"[4, 5, 6]",False,False,False,False,False,True,True,False,True
249,percentWin,"[1, 2, 3, 4, 5, 6]",student41,fail,"[1, 2, 3, 5]",True,True,False,False,False,False,True,False,True
250,percentWin,"[1, 2, 3, 4, 5, 6]",student51,fail,"[2, 3, 4, 5, 6, 1]",True,False,False,True,True,False,False,False,True
251,changeSection,"[1, 2, 3, 4]",student3,fail,"[1, 2, 3]",True,False,False,True,False,False,True,False,True
252,changeSection,"[1, 2, 3, 4]",student4,fail,"[1, 2, 3]",False,False,False,False,False,False,True,False,True
253,changeSection,"[1, 2, 3, 4]",student10,success,"[1, 2, 3, 4]",True,False,False,True,True,False,False,True,False
254,changeSection,"[1, 2, 3, 4]",student17,fail,"[2, 3, 4]",True,True,False,False,False,False,True,False,True
255,changeSection,"[1, 2, 3, 4]",student18,success,"[1, 2, 3, 4]",False,False,False,False,True,False,False,True,False
256,changeSection,"[1, 2, 3, 4]",student21,success,"[1, 2, 3, 4]",True,True,False,False,True,False,False,True,False
257,changeSection,"[1, 2, 3, 4]",student25,success,"[1, 2, 3]",True,True,False,False,False,False,True,True,False
258,changeSection,"[1, 2, 3, 4]",student26,fail,"[1, 2, 3, 4]",True,False,False,True,True,False,False,False,True
259,changeSection,"[1, 2, 3, 4]",student30,fail,"[1, 2, 3, 4]",True,False,False,True,True,False,False,False,True
260,changeSection,"[1, 2, 3, 4]",student41,fail,"[2, 3, 4]",True,False,False,True,False,False,True,False,True
261,assessVowels,"[1, 2, 3, 4]",student2,fail,"[2, 3]",True,False,True,False,False,True,True,False,True
262,assessVowels,"[1, 2, 3, 4]",student5,success,"[1, 2, 3, 4]",True,False,False,True,True,False,False,True,False
263,assessVowels,"[1, 2, 3, 4]",student13,success,"[1, 2, 3, 4]",False,False,False,False,True,False,False,True,False
264,assessVowels,"[1, 2, 3, 4]",student16,success,"[1, 2, 3, 4]",False,False,False,False,True,False,False,True,False
265,assessVowels,"[1, 2, 3, 4]",student22,fail,"[1, 2, 3, 4]",False,False,False,False,True,False,False,False,True
266,assessVowels,"[1, 2, 3, 4]",student37,success,"[1, 2, 3, 4]",True,False,False,True,True,False,False,True,False
267,assessVowels,"[1, 2, 3, 4]",student72,fail,"[1, 2, 3, 4]",False,False,False,False,True,False,False,False,True
268,assessVowels,"[1, 2, 3, 4]",student74,success,"[1, 2, 3, 4]",False,False,False,False,True,False,False,True,False
269,add_int,"[1, 2, 3, 4]",student19,fail,"[2, 3, 4]",False,False,False,False,False,False,True,False,True
270,add_int,"[1, 2, 3, 4]",student36,fail,"[2, 3, 4]",True,False,False,True,False,False,True,False,True
271,add_int,"[1, 2, 3, 4]",student38,success,"[1, 2, 3, 4]",False,False,False,False,True,False,False,True,False
272,add_int,"[1, 2, 3, 4]",student42,fail,"[1, 2, 3, 4]",False,False,False,False,True,False,False,False,True
273,add_int,"[1, 2, 3, 4]",student54,fail,"[2, 3, 4]",True,False,True,False,False,False,True,False,True
274,add_int,"[1, 2, 3, 4]",student77,fail,"[1, 2, 3, 4]",False,False,False,False,True,False,False,False,True
275,create_list,"[1, 2, 3, 4, 5]",student20,fail,"[2, 3, 4, 1, 5]",False,False,False,False,True,False,False,False,True
276,create_list,"[1, 2, 3, 4, 5]",student36,success,"[2, 3, 4, 5, 1]",False,False,False,False,True,False,False,True,False
277,create_list,"[1, 2, 3, 4, 5]",student42,fail,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,False,True
278,create_list,"[1, 2, 3, 4, 5]",student43,fail,"[2, 4, 5]",True,True,False,False,False,False,True,False,True
279,create_list,"[1, 2, 3, 4, 5]",student54,success,"[2, 3, 4, 5, 1]",False,False,False,False,True,False,False,True,False
280,create_list,"[1, 2, 3, 4, 5]",student57,success,"[1, 2, 3, 4, 5]",True,True,False,False,True,False,False,True,False
281,getSeason,"[1, 2, 3, 4]",student1,fail,[1],True,False,False,True,False,True,True,False,True
282,getSeason,"[1, 2, 3, 4]",student7,fail,"[2, 3, 4, 1]",False,False,False,False,True,False,False,False,True
283,getSeason,"[1, 2, 3, 4]",student14,fail,"[2, 3, 4]",True,False,False,True,False,False,True,False,True
284,getSeason,"[1, 2, 3, 4]",student24,fail,[2],True,True,False,False,False,True,True,False,True
285,getSeason,"[1, 2, 3, 4]",student28,fail,"[1, 2, 4]",False,False,False,False,False,False,True,False,True
286,getSeason,"[1, 2, 3, 4]",student39,fail,[2],True,False,False,True,False,True,True,False,True
287,getSeason,"[1, 2, 3, 4]",student46,fail,"[1, 2, 3]",True,False,False,True,False,False,True,False,True
288,getSeason,"[1, 2, 3, 4]",student47,success,"[2, 3, 4, 1]",True,False,False,True,True,False,False,True,False
289,getSeason,"[1, 2, 3, 4]",student65,fail,"[1, 2, 3]",False,False,False,False,False,False,True,False,True
